file_path,SMILES
real/patent_images/Cpd1_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCCOCCN(C)[C@@H]1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd2_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCCOCCOCCN(C)[C@@H]1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd3_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCCn1cc(cn1)C(=O)N1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd4_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCCOCCn1cc(cn1)C(=O)N1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd5_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCCOCCNC(=O)N1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd6_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCCNC(=O)CN1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd7_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCCCCCN1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd8_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCC(=O)NCCN1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd9_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OC1CN(C1)C(=O)NCCOCCN1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd10_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OC1CN(CCOCCN3CC[C@@H](Nc4cccn5c(SC(F)(F)F)c(cc45)C#CCN2)[C@@H](F)C3)C1
real/patent_images/Cpd11_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OCCOCCN1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd12_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)OC1CN(CCOCCOCCN3CC[C@@H](Nc4cccn5c(SC(F)(F)F)c(cc45)C#CCN2)[C@@H](F)C3)C1
real/patent_images/Cpd13_WO2026011032A1.png,CNC(=O)c1ccc2c(c1)C(=O)NCCOCCOCCN1CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(cc34)C#CCN2)[C@@H](F)C1
real/patent_images/Cpd25_WO2026011032A1.png,COc1cc2ccc1NCC#Cc1cc3c(cccn3c1SC(F)(F)F)N[C@@H]1CCN(CCOCCOCCNC2=O)C[C@@H]1F
real/patent_images/Cpd26_WO2026011032A1.png,COc1cc2ccc1NCC#Cc1cc3c(cccn3c1SC(F)(F)F)N[C@@H]1CCN(CCCC(=O)N3CCP2(=O)CC3)C[C@@H]1F
real/patent_images/Cpd27_WO2026011032A1.png,COc1cc2ccc1NCC#Cc1cc3c(cccn3c1SC(F)(F)F)N[C@@H]1CCN(CCCCCCNC2=O)C[C@@H]1F
real/patent_images/Cpd28_WO2026011032A1.png,COc1cc2ccc1NCC#Cc1cc3c(cccn3c1SC(F)(F)F)N[C@@H]1CCN(CCCCNC2=O)C[C@@H]1F
real/patent_images/Cpd29_WO2026011032A1.png,COc1cc2ccc1NCC#Cc1cc3c(cccn3c1SC(F)(F)F)N[C@@H]1CCN(CCOCCOCCOCCN3CCP2(=O)CC3)C[C@@H]1F
real/patent_images/Cpd30_WO2026011032A1.png,COc1cc2ccc1NCC#Cc1cc3c(cccn3c1SC(F)(F)F)N[C@@H]1CCN(CCOCCOCCOCCNC2=O)C[C@@H]1F
real/patent_images/Cpd32_WO2026011032A1.png,O=C1NCc2nc(no2)-c2cc3c(cccn3c2SC(F)(F)F)N[C@@H]2CCN(CC3CCN(CC3)c3ncc1o3)C[C@@H]2F
real/patent_images/Cpd37_WO2026011032A1.png,O=C1NCc2nc(no2)-c2cc3c(cccn3c2SC(F)(F)F)N[C@@H]2CCN(C[C@@H]2F)C(=O)C2CN(C2)c2ncc1o2
